county,geoid,pollutant,noncancer_air_risk,cancer_air_risk,combined_air_score
BLUE EARTH,270131708004,All pollutant sum,0.48,1.45e-5,1.45
BLUE EARTH,270131709001,All pollutant sum,0.06,6.24e-7,0.06239999999999999
BLUE EARTH,270131709002,All pollutant sum,0.14,1.9e-6,0.18999999999999997
BLUE EARTH,270131709003,All pollutant sum,0.14,2.79e-6,0.27899999999999997
BLUE EARTH,270131710001,All pollutant sum,0.09,1.11e-6,0.11099999999999999
BLUE EARTH,270131710002,All pollutant sum,0.13,2.63e-6,0.26299999999999996
BLUE EARTH,270131710003,All pollutant sum,0.13,2.94e-6,0.294
BLUE EARTH,270131711011,All pollutant sum,0.47,1.52e-5,1.5199999999999998
BLUE EARTH,270131711012,All pollutant sum,0.46,1.32e-5,1.32
BLUE EARTH,270131711013,All pollutant sum,0.38,1.12e-5,1.1199999999999999
BLUE EARTH,270131712021,All pollutant sum,0.4,1.22e-5,1.22
BLUE EARTH,270131712022,All pollutant sum,0.33,9.09e-6,0.9089999999999998
BLUE EARTH,270131712023,All pollutant sum,0.42,1.32e-5,1.32
BLUE EARTH,270131713001,All pollutant sum,0.11,1.19e-6,0.119
BLUE EARTH,270131713002,All pollutant sum,0.12,1.64e-6,0.16399999999999998
BLUE EARTH,270131713003,All pollutant sum,0.11,1.41e-6,0.141
BLUE EARTH,270131714001,All pollutant sum,0.12,1e-6,0.12
BLUE EARTH,270131714002,All pollutant sum,0.11,9.05e-7,0.11
BLUE EARTH,270131714003,All pollutant sum,0.14,1.72e-6,0.172
BLUE EARTH,270131715001,All pollutant sum,0.07,5.62e-7,0.07
BLUE EARTH,270131715002,All pollutant sum,0.07,5.45e-7,0.07
BLUE EARTH,270131715003,All pollutant sum,0.11,9.79e-7,0.11
BLUE EARTH,270131716001,All pollutant sum,0.35,1.01e-5,1.01
BROWN,270159601011,All pollutant sum,0.31,1.21e-5,1.2099999999999997
BROWN,270159601012,All pollutant sum,0.35,1.06e-5,1.0599999999999998
BROWN,270159601021,All pollutant sum,0.2,5.33e-6,0.5329999999999999
BROWN,270159602001,All pollutant sum,0.15,3.89e-6,0.38899999999999996
BROWN,270159602002,All pollutant sum,0.35,1.14e-5,1.14
BROWN,270159602003,All pollutant sum,0.17,4.86e-6,0.486
BROWN,270159602004,All pollutant sum,0.43,1.4e-5,1.4
BROWN,270159603001,All pollutant sum,0.38,1.33e-5,1.3299999999999998
BROWN,270159603002,All pollutant sum,0.24,7.53e-6,0.7529999999999999
BROWN,270159603003,All pollutant sum,0.51,1.73e-5,1.73
BROWN,270159603004,All pollutant sum,0.36,1.37e-5,1.3699999999999999
BROWN,270159604001,All pollutant sum,0.07,1.37e-6,0.13699999999999998
BROWN,270159604002,All pollutant sum,0.06,5.47e-7,0.06
BROWN,270159604003,All pollutant sum,0.11,3.91e-6,0.39099999999999996
BROWN,270159604004,All pollutant sum,0.06,6.82e-7,0.0682
BROWN,270159605001,All pollutant sum,0.09,1.74e-6,0.174
BROWN,270159605002,All pollutant sum,0.24,6.35e-6,0.635
BROWN,270159605003,All pollutant sum,0.08,1.28e-6,0.128
BROWN,270159605004,All pollutant sum,0.09,1.53e-6,0.153
BROWN,270159606001,All pollutant sum,0.05,4.13e-7,0.05
BROWN,270159606002,All pollutant sum,0.14,3.37e-6,0.33699999999999997
BROWN,270159606003,All pollutant sum,0.06,8.1e-7,0.08099999999999999
BROWN,270159607001,All pollutant sum,0.06,8.73e-7,0.0873
BROWN,270159607002,All pollutant sum,0.05,5.01e-7,0.0501
BROWN,270159607003,All pollutant sum,0.05,3.78e-7,0.05
BROWN,270159607004,All pollutant sum,0.06,5.7e-7,0.06
CARLTON,270170701001,All pollutant sum,0.1,2e-6,0.19999999999999998
CARLTON,270170701002,All pollutant sum,0.37,6.92e-6,0.692
CARLTON,270170701003,All pollutant sum,0.38,1.02e-5,1.02
CARLTON,270170701004,All pollutant sum,0.44,9.59e-6,0.9589999999999999
CARLTON,270170701005,All pollutant sum,0.36,8.71e-6,0.8709999999999999
CARLTON,270170702001,All pollutant sum,0.24,6.12e-6,0.612
CARLTON,270170702002,All pollutant sum,0.14,3.56e-6,0.3559999999999999
CARLTON,270170702003,All pollutant sum,0.4,1.2e-5,1.2
CARLTON,270170702004,All pollutant sum,0.32,9.03e-6,0.9029999999999999
CARLTON,270170703001,All pollutant sum,0.06,1.43e-6,0.143
CARLTON,270170703002,All pollutant sum,0.09,1.88e-6,0.18799999999999997
CARLTON,270170703003,All pollutant sum,0.06,1.42e-6,0.142
CARLTON,270170704001,All pollutant sum,0.13,3.45e-6,0.345
CARLTON,270170704002,All pollutant sum,0.04,7.28e-7,0.07279999999999999
CARLTON,270170704003,All pollutant sum,0.02,4.76e-7,0.047599999999999996
CARLTON,270170704004,All pollutant sum,0.02,3.74e-7,0.037399999999999996
CARLTON,270170704005,All pollutant sum,0.06,1.43e-6,0.143
CARLTON,270170705001,All pollutant sum,0.03,5.74e-7,0.0574
CARLTON,270170705002,All pollutant sum,0.04,8.24e-7,0.08239999999999999
CARLTON,270170705003,All pollutant sum,0.03,7.29e-7,0.07289999999999999
CARLTON,270170705004,All pollutant sum,0.04,1.04e-6,0.104
CARLTON,270170705005,All pollutant sum,0.09,2.63e-6,0.26299999999999996
CARLTON,270170706001,All pollutant sum,0.02,4.84e-7,0.0484
CARLTON,270170706002,All pollutant sum,0.02,4.21e-7,0.0421
CARLTON,270170706003,All pollutant sum,0.02,4.14e-7,0.04139999999999999
CARLTON,270170706004,All pollutant sum,0.04,7.23e-7,0.07229999999999999
CARLTON,270179400001,All pollutant sum,0.04,7.54e-7,0.0754
CARLTON,270179400002,All pollutant sum,0.04,9.45e-7,0.09449999999999999
CARLTON,270179400003,All pollutant sum,0.02,5.47e-7,0.0547
CARVER,270190901001,All pollutant sum,0.14,1.94e-6,0.19399999999999998
CARVER,270190901002,All pollutant sum,0.13,1.95e-6,0.19499999999999998
CARVER,270190901003,All pollutant sum,0.17,2.96e-6,0.296
CARVER,270190901004,All pollutant sum,0.15,2.13e-6,0.21299999999999997
CARVER,270190902001,All pollutant sum,0.12,1.47e-6,0.147
CARVER,270190902002,All pollutant sum,0.12,1.34e-6,0.134
CARVER,270190903011,All pollutant sum,0.13,1.71e-6,0.17099999999999999
CARVER,270190903012,All pollutant sum,0.16,2.86e-6,0.286
CARVER,270190903013,All pollutant sum,0.21,3.64e-6,0.36399999999999993
CARVER,270190903021,All pollutant sum,0.15,2.3e-6,0.22999999999999998
CARVER,270190904011,All pollutant sum,0.12,2.26e-6,0.22599999999999998
CARVER,270190904012,All pollutant sum,0.17,2.72e-6,0.27199999999999996
CARVER,270190904021,All pollutant sum,0.2,4.1e-6,0.4099999999999999
CARVER,270190904022,All pollutant sum,0.23,3.93e-6,0.3929999999999999
CARVER,270190905011,All pollutant sum,0.29,6.08e-6,0.608
CARVER,270190905021,All pollutant sum,0.32,6.42e-6,0.642
CARVER,270190905031,All pollutant sum,0.34,7.08e-6,0.708
CARVER,270190905032,All pollutant sum,0.34,6.86e-6,0.6859999999999999
CARVER,270190906011,All pollutant sum,0.48,1.03e-5,1.0299999999999998
CARVER,270190906012,All pollutant sum,0.41,8.47e-6,0.847
CARVER,270190906021,All pollutant sum,0.38,7.46e-6,0.7459999999999999
CARVER,270190906022,All pollutant sum,0.39,7.5e-6,0.75
CARVER,270190907011,All pollutant sum,0.42,7.81e-6,0.7809999999999999
CARVER,270190907012,All pollutant sum,0.46,1e-5,1
CARVER,270190907013,All pollutant sum,0.33,6.23e-6,0.6229999999999999
CARVER,270190907021,All pollutant sum,0.34,6.46e-6,0.6459999999999999
CARVER,270190907022,All pollutant sum,0.35,7.15e-6,0.715
CARVER,270190908001,All pollutant sum,0.25,4.33e-6,0.433
CARVER,270190908002,All pollutant sum,0.35,7.08e-6,0.708
CARVER,270190908003,All pollutant sum,0.35,7.06e-6,0.706
CARVER,270190908004,All pollutant sum,0.29,5.5e-6,0.5499999999999999
CARVER,270190908005,All pollutant sum,0.5,1.12e-5,1.1199999999999999
CARVER,270190909001,All pollutant sum,0.32,6.12e-6,0.612
CARVER,270190909002,All pollutant sum,0.35,7.12e-6,0.7119999999999999
CARVER,270190909003,All pollutant sum,0.43,9e-6,0.8999999999999999
CARVER,270190909004,All pollutant sum,0.42,8.94e-6,0.894
CARVER,270190910001,All pollutant sum,0.26,5.25e-6,0.5249999999999999
CARVER,270190910002,All pollutant sum,0.29,5.73e-6,0.573
CARVER,270190910003,All pollutant sum,0.33,7.03e-6,0.703
CARVER,270190910004,All pollutant sum,0.21,3.67e-6,0.367
CARVER,270190911001,All pollutant sum,0.12,1.81e-6,0.181
CARVER,270190911002,All pollutant sum,0.1,1.64e-6,0.16399999999999998
CARVER,270190912011,All pollutant sum,0.12,1.31e-6,0.13099999999999998
CARVER,270190912012,All pollutant sum,0.15,2.35e-6,0.235
CARVER,270190912021,All pollutant sum,0.1,1.15e-6,0.11499999999999999
CARVER,270190912022,All pollutant sum,0.11,1.64e-6,0.16399999999999998
CASS,270219400011,All pollutant sum,0.03,8.23e-7,0.0823
CASS,270219400012,All pollutant sum,0.04,9.06e-7,0.09059999999999999
CASS,270219400013,All pollutant sum,0.03,8.09e-7,0.0809
CASS,270219400014,All pollutant sum,0.06,1.48e-6,0.148
CASS,270219400021,All pollutant sum,0.03,7.37e-7,0.07369999999999999
CASS,270219400022,All pollutant sum,0.06,1.38e-6,0.13799999999999998
CASS,270219400023,All pollutant sum,0.05,1.19e-6,0.119
CASS,270219601001,All pollutant sum,0.04,7.96e-7,0.07959999999999999
CASS,270219601002,All pollutant sum,0.04,7.09e-7,0.07089999999999999
CASS,270219602001,All pollutant sum,0.03,7.72e-7,0.07719999999999999
CASS,270219602002,All pollutant sum,0.03,8.13e-7,0.0813
CASS,270219602003,All pollutant sum,0.03,7.96e-7,0.07959999999999999
CASS,270219603011,All pollutant sum,0.04,1.26e-6,0.126
CASS,270219603012,All pollutant sum,0.04,1.07e-6,0.10699999999999998
CASS,270219603021,All pollutant sum,0.04,1.06e-6,0.106
CASS,270219603022,All pollutant sum,0.04,1.05e-6,0.10499999999999998
CASS,270219606001,All pollutant sum,0.05,1.12e-6,0.112
CASS,270219606002,All pollutant sum,0.05,9.43e-7,0.0943
CASS,270219606003,All pollutant sum,0.03,7.96e-7,0.07959999999999999
CASS,270219607001,All pollutant sum,0.05,1.18e-6,0.11799999999999998
CASS,270219607002,All pollutant sum,0.04,6.33e-7,0.0633
CASS,270219607003,All pollutant sum,0.07,1.57e-6,0.157
CASS,270219607004,All pollutant sum,0.03,5.83e-7,0.05829999999999999
CASS,270219608011,All pollutant sum,0.07,2e-6,0.19999999999999998
CASS,270219608012,All pollutant sum,0.07,1.68e-6,0.16799999999999998
CASS,270219608021,All pollutant sum,0.05,1.32e-6,0.132
CASS,270219608022,All pollutant sum,0.04,7.63e-7,0.07629999999999999
CASS,270219608023,All pollutant sum,0.03,6.59e-7,0.06589999999999999
CHIPPEWA,270239503001,All pollutant sum,0.04,5.56e-7,0.05559999999999999
CHIPPEWA,270239504001,All pollutant sum,0.05,5.73e-7,0.05729999999999999
CHIPPEWA,270239504002,All pollutant sum,0.06,8.56e-7,0.0856
CHIPPEWA,270239504003,All pollutant sum,0.04,4.74e-7,0.0474
CHIPPEWA,270239505001,All pollutant sum,0.04,3.96e-7,0.04
CHIPPEWA,270239505002,All pollutant sum,0.03,4.02e-7,0.0402
CHIPPEWA,270239506001,All pollutant sum,0.09,2.02e-6,0.20199999999999999
CHIPPEWA,270239506002,All pollutant sum,0.06,1.16e-6,0.11599999999999998
CHIPPEWA,270239506003,All pollutant sum,0.1,2.25e-6,0.22499999999999998
CHIPPEWA,270239506004,All pollutant sum,0.22,5.97e-6,0.5969999999999999
CHIPPEWA,270239506005,All pollutant sum,0.16,4.06e-6,0.40599999999999997
CHIPPEWA,270239506006,All pollutant sum,0.16,4.49e-6,0.449
CHISAGO,270251101001,All pollutant sum,0.06,1.46e-6,0.146
CHISAGO,270251101002,All pollutant sum,0.07,2.02e-6,0.20199999999999999
CHISAGO,270251101003,All pollutant sum,0.07,1.94e-6,0.19399999999999998
CHISAGO,270251102001,All pollutant sum,0.07,1.68e-6,0.16799999999999998
CHISAGO,270251102002,All pollutant sum,0.06,1.46e-6,0.146
CHISAGO,270251102003,All pollutant sum,0.1,2.37e-6,0.237
CHISAGO,270251102004,All pollutant sum,0.05,1.21e-6,0.121
CHISAGO,270251103011,All pollutant sum,0.11,2.31e-6,0.23099999999999998
CHISAGO,270251103012,All pollutant sum,0.18,4.45e-6,0.44499999999999995
CHISAGO,270251103013,All pollutant sum,0.33,8.94e-6,0.894
CHISAGO,270251103014,All pollutant sum,0.21,5.49e-6,0.5489999999999999
CHISAGO,270251103021,All pollutant sum,0.12,2.99e-6,0.299
CHISAGO,270251103022,All pollutant sum,0.36,1e-5,1
CHISAGO,270251103023,All pollutant sum,0.22,5.84e-6,0.584
CHISAGO,270251104011,All pollutant sum,0.31,7e-6,0.7
CHISAGO,270251104012,All pollutant sum,0.39,8.78e-6,0.878
CHISAGO,270251104013,All pollutant sum,0.23,5.17e-6,0.5169999999999999
CHISAGO,270251104014,All pollutant sum,2.41,4.96e-5,4.96
CHISAGO,270251104021,All pollutant sum,0.11,2.87e-6,0.287
CHISAGO,270251104022,All pollutant sum,0.15,4.03e-6,0.403
CHISAGO,270251105011,All pollutant sum,0.17,4.4e-6,0.44
CHISAGO,270251105012,All pollutant sum,0.13,3.65e-6,0.365
CHISAGO,270251105021,All pollutant sum,0.11,2.95e-6,0.295
CHISAGO,270251105022,All pollutant sum,0.12,3.4e-6,0.33999999999999997
CHISAGO,270251105023,All pollutant sum,0.14,3.69e-6,0.36899999999999994
CHISAGO,270251105024,All pollutant sum,0.13,3.74e-6,0.374
CHISAGO,270251106001,All pollutant sum,0.07,1.67e-6,0.167
CHISAGO,270251106002,All pollutant sum,0.05,1.25e-6,0.125
CHISAGO,270251107001,All pollutant sum,0.03,5.56e-7,0.05559999999999999
CHISAGO,270251107002,All pollutant sum,0.04,7.68e-7,0.0768
CLAY,270270201001,All pollutant sum,0.45,1.22e-5,1.22
CLAY,270270201002,All pollutant sum,0.42,1.05e-5,1.0499999999999998
CLAY,270270201003,All pollutant sum,0.5,1.12e-5,1.1199999999999999
CLAY,270270201004,All pollutant sum,0.29,6.47e-6,0.6469999999999999
CLAY,270270201005,All pollutant sum,0.32,8.04e-6,0.8039999999999998
CLAY,270270202021,All pollutant sum,0.3,8.7e-6,0.8699999999999999
CLAY,270270202022,All pollutant sum,0.3,7.74e-6,0.774
CLAY,270270203001,All pollutant sum,0.26,6.74e-6,0.6739999999999999
CLAY,270270203002,All pollutant sum,0.3,8.62e-6,0.862
CLAY,270270203003,All pollutant sum,0.45,1.17e-5,1.17
CLAY,270270203004,All pollutant sum,0.44,1.11e-5,1.1099999999999999
CLAY,270270204001,All pollutant sum,0.37,8.7e-6,0.8699999999999999
CLAY,270270204002,All pollutant sum,0.35,1.01e-5,1.01
CLAY,270270204003,All pollutant sum,0.32,9.54e-6,0.954
CLAY,270270205001,All pollutant sum,0.24,7.64e-6,0.7639999999999999
CLAY,270270205002,All pollutant sum,0.36,1.13e-5,1.13
CLAY,270270205003,All pollutant sum,0.24,7.41e-6,0.741
CLAY,270270205004,All pollutant sum,0.16,5.01e-6,0.501
CLAY,270270206001,All pollutant sum,0.3,7.18e-6,0.718
CLAY,270270206002,All pollutant sum,0.38,1.15e-5,1.15
CLAY,270270206003,All pollutant sum,0.41,1.26e-5,1.2599999999999998
CLAY,270270206004,All pollutant sum,0.42,1.19e-5,1.19
CLAY,270270301021,All pollutant sum,0.26,6.52e-6,0.652
CLAY,270270301022,All pollutant sum,0.31,7.93e-6,0.7929999999999999
CLAY,270270301023,All pollutant sum,0.19,4.12e-6,0.412
CLAY,270270301031,All pollutant sum,0.36,1e-5,1
CLAY,270270301032,All pollutant sum,0.25,6.78e-6,0.6779999999999999
CLAY,270270301033,All pollutant sum,0.31,8.36e-6,0.8359999999999999
CLAY,270270301041,All pollutant sum,0.05,5.55e-7,0.055499999999999994
CLAY,270270301042,All pollutant sum,0.07,1.3e-6,0.13
CLAY,270270301043,All pollutant sum,0.08,1.4e-6,0.13999999999999999
CLAY,270270301044,All pollutant sum,0.08,1.54e-6,0.154
CLAY,270270301061,All pollutant sum,0.08,1.78e-6,0.17799999999999996
CLAY,270270301062,All pollutant sum,0.14,2.83e-6,0.283
CLAY,270270301071,All pollutant sum,0.05,6.23e-7,0.062299999999999994
CLAY,270270301072,All pollutant sum,0.04,5.07e-7,0.050699999999999995
CLAY,270270302011,All pollutant sum,0.05,9.65e-7,0.0965
CLAY,270270302012,All pollutant sum,0.05,7.92e-7,0.07919999999999999
CLAY,270270302013,All pollutant sum,0.04,5.15e-7,0.0515
CLAY,270270302014,All pollutant sum,0.08,1.63e-6,0.163
CLAY,270270302021,All pollutant sum,0.08,2.06e-6,0.206
CLAY,270270302022,All pollutant sum,0.06,9.45e-7,0.09449999999999999
CLAY,270270302023,All pollutant sum,0.05,9.99e-7,0.0999
CLAY,270270302024,All pollutant sum,0.04,8.15e-7,0.0815
CLEARWATER,270290001001,All pollutant sum,0.05,1.51e-6,0.151
CLEARWATER,270290001002,All pollutant sum,0.06,1.61e-6,0.161
CLEARWATER,270290001003,All pollutant sum,0.09,2.56e-6,0.256
CLEARWATER,270290002001,All pollutant sum,0.03,7.56e-7,0.0756
CLEARWATER,270290002002,All pollutant sum,0.04,1.09e-6,0.10899999999999999
CLEARWATER,270290002003,All pollutant sum,0.03,6.46e-7,0.0646
CLEARWATER,270290003001,All pollutant sum,0.02,4.13e-7,0.041299999999999996
CLEARWATER,270290003002,All pollutant sum,0.04,8.49e-7,0.0849
CLEARWATER,270290003003,All pollutant sum,0.04,7.92e-7,0.07919999999999999
CLEARWATER,270290003004,All pollutant sum,0.04,7.59e-7,0.0759
COOK,270314801001,All pollutant sum,0.03,4.26e-7,0.04259999999999999
COOK,270314801002,All pollutant sum,0.02,3.45e-7,0.034499999999999996
COOK,270314801003,All pollutant sum,0.01,2.43e-7,0.0243
COOK,270314802001,All pollutant sum,0.02,3.96e-7,0.039599999999999996
COOK,270314802002,All pollutant sum,0.17,2.23e-6,0.22299999999999998
COOK,270319900000,All pollutant sum,0.01,2.34e-7,0.023399999999999997
COTTONWOOD,270332701001,All pollutant sum,0.06,3.65e-7,0.06
COTTONWOOD,270332701002,All pollutant sum,0.07,6.52e-7,0.07
COTTONWOOD,270332701003,All pollutant sum,0.08,8.14e-7,0.08139999999999999
COTTONWOOD,270332702001,All pollutant sum,0.04,3.79e-7,0.04
COTTONWOOD,270332702002,All pollutant sum,0.05,3.73e-7,0.05
COTTONWOOD,270332702003,All pollutant sum,0.04,3.32e-7,0.04
COTTONWOOD,270332703001,All pollutant sum,0.06,3.12e-7,0.06
COTTONWOOD,270332703002,All pollutant sum,0.07,5.57e-7,0.07
COTTONWOOD,270332703003,All pollutant sum,0.09,7.79e-7,0.09
COTTONWOOD,270332703004,All pollutant sum,0.23,4.88e-6,0.48799999999999993
COTTONWOOD,270332704001,All pollutant sum,0.1,7.25e-7,0.1
COTTONWOOD,270332704002,All pollutant sum,0.16,2.71e-6,0.27099999999999996
COTTONWOOD,270332704003,All pollutant sum,0.2,3.62e-6,0.362
CROW WING,270359501001,All pollutant sum,0.04,1.16e-6,0.11599999999999998
CROW WING,270359501002,All pollutant sum,0.04,9.79e-7,0.0979
CROW WING,270359502041,All pollutant sum,0.06,1.84e-6,0.18399999999999997
CROW WING,270359502042,All pollutant sum,0.06,1.77e-6,0.177
CROW WING,270359504001,All pollutant sum,0.07,2.14e-6,0.21399999999999997
CROW WING,270359504002,All pollutant sum,0.07,2.25e-6,0.22499999999999998
CROW WING,270359504003,All pollutant sum,0.09,2.54e-6,0.25399999999999995
CROW WING,270359505011,All pollutant sum,0.09,2.88e-6,0.288
CROW WING,270359505012,All pollutant sum,0.1,3.19e-6,0.31899999999999995
CROW WING,270359505021,All pollutant sum,0.06,1.65e-6,0.165
CROW WING,270359505022,All pollutant sum,0.06,1.91e-6,0.19099999999999998
CROW WING,270359507001,All pollutant sum,0.05,1.41e-6,0.141
CROW WING,270359507002,All pollutant sum,0.06,1.54e-6,0.154
CROW WING,270359507003,All pollutant sum,0.09,2.6e-6,0.26
CROW WING,270359507004,All pollutant sum,0.1,3.02e-6,0.302
CROW WING,270359507005,All pollutant sum,0.08,2.14e-6,0.21399999999999997
CROW WING,270359508001,All pollutant sum,0.06,1.66e-6,0.16599999999999998
CROW WING,270359508002,All pollutant sum,0.05,1.29e-6,0.12899999999999998
CROW WING,270359508003,All pollutant sum,0.05,1.52e-6,0.152
CROW WING,270359508004,All pollutant sum,0.05,1.3e-6,0.13
CROW WING,270359508005,All pollutant sum,0.1,2.26e-6,0.22599999999999998
CROW WING,270359509001,All pollutant sum,0.11,3.58e-6,0.358
CROW WING,270359509002,All pollutant sum,0.12,3.7e-6,0.37
CROW WING,270359509003,All pollutant sum,0.14,4.23e-6,0.423
CROW WING,270359509004,All pollutant sum,0.16,4.22e-6,0.422
CROW WING,270359510001,All pollutant sum,0.15,3.77e-6,0.37699999999999995
CROW WING,270359510002,All pollutant sum,0.33,7.61e-6,0.7609999999999999
CROW WING,270359510003,All pollutant sum,0.49,1.22e-5,1.22
CROW WING,270359511001,All pollutant sum,0.25,5.07e-6,0.5069999999999999
CROW WING,270359511002,All pollutant sum,0.73,8.86e-6,0.8859999999999999
CROW WING,270359511003,All pollutant sum,0.37,4.48e-6,0.448
CROW WING,270359511004,All pollutant sum,0.48,1.07e-5,1.0699999999999998
CROW WING,270359512001,All pollutant sum,0.3,7.18e-6,0.718
CROW WING,270359512002,All pollutant sum,0.51,1.25e-5,1.25
CROW WING,270359512003,All pollutant sum,0.55,1.39e-5,1.39
CROW WING,270359513011,All pollutant sum,0.25,6.34e-6,0.634
CROW WING,270359513012,All pollutant sum,0.16,4.44e-6,0.44399999999999995
CROW WING,270359513021,All pollutant sum,0.16,3.87e-6,0.387
CROW WING,270359513022,All pollutant sum,0.41,9.29e-6,0.929
CROW WING,270359513023,All pollutant sum,0.25,5.05e-6,0.505
CROW WING,270359514001,All pollutant sum,0.06,1.34e-6,0.134
CROW WING,270359514002,All pollutant sum,0.06,1.49e-6,0.149
CROW WING,270359514003,All pollutant sum,0.05,9.83e-7,0.09829999999999998
CROW WING,270359514004,All pollutant sum,0.09,1.97e-6,0.197
CROW WING,270359516001,All pollutant sum,0.04,9.53e-7,0.0953
CROW WING,270359516002,All pollutant sum,0.05,1.24e-6,0.12399999999999999
CROW WING,270359517001,All pollutant sum,0.04,1.28e-6,0.128
CROW WING,270359517002,All pollutant sum,0.05,1.18e-6,0.11799999999999998
CROW WING,270359517003,All pollutant sum,0.07,2.04e-6,0.204
DAKOTA,270370601011,All pollutant sum,0.9,2.31e-5,2.3099999999999996
DAKOTA,270370601012,All pollutant sum,0.93,2.38e-5,2.38
DAKOTA,270370601013,All pollutant sum,0.87,2.2e-5,2.1999999999999997
DAKOTA,270370601014,All pollutant sum,0.97,2.42e-5,2.4199999999999995
DAKOTA,270370601021,All pollutant sum,0.88,2.17e-5,2.17
DAKOTA,270370601022,All pollutant sum,0.85,2e-5,2
DAKOTA,270370601023,All pollutant sum,0.85,2.01e-5,2.01
DAKOTA,270370601031,All pollutant sum,0.82,1.83e-5,1.8299999999999998
DAKOTA,270370601032,All pollutant sum,0.88,1.79e-5,1.79
DAKOTA,270370601041,All pollutant sum,0.82,1.94e-5,1.94
DAKOTA,270370601042,All pollutant sum,0.86,1.76e-5,1.76
DAKOTA,270370601043,All pollutant sum,0.82,1.81e-5,1.8099999999999998
DAKOTA,270370601044,All pollutant sum,0.8,1.82e-5,1.8199999999999996
DAKOTA,270370601051,All pollutant sum,0.85,1.93e-5,1.93
DAKOTA,270370601052,All pollutant sum,0.91,2.33e-5,2.33
DAKOTA,270370601053,All pollutant sum,0.94,2.3e-5,2.3
DAKOTA,270370602011,All pollutant sum,0.94,2.59e-5,2.59
DAKOTA,270370602012,All pollutant sum,0.98,2.68e-5,2.6799999999999997
DAKOTA,270370602013,All pollutant sum,1.02,2.53e-5,2.53
DAKOTA,270370602021,All pollutant sum,0.99,2.62e-5,2.6199999999999997
DAKOTA,270370602022,All pollutant sum,0.94,2.72e-5,2.7199999999999998
DAKOTA,270370602023,All pollutant sum,0.96,2.94e-5,2.94
DAKOTA,270370603011,All pollutant sum,1.06,3.35e-5,3.3499999999999996
DAKOTA,270370603012,All pollutant sum,1,3.52e-5,3.52
DAKOTA,270370603013,All pollutant sum,1.01,3.74e-5,3.7399999999999998
